Record Number		Date         		Time     		Latitude		Longitude		Speed(km/hour)	Altitude(meter)		
	1		2014-03-29		09:09:32		3638.2627		-11624.4993		0.40		807.0
	2		2014-03-29		09:09:34		3638.2645		-11624.5011		0.20		812.0
	3		2014-03-29		09:09:35		3638.2645		-11624.5012		0.20		813.0
	4		2014-03-29		09:09:36		3638.2645		-11624.5012		0.20		813.0
	5		2014-03-29		09:09:37		3638.2645		-11624.5012		0.20		813.0
	6		2014-03-29		09:09:38		3638.2645		-11624.5012		0.20		813.0
	7		2014-03-29		09:09:39		3638.2644		-11624.5013		0.20		813.0
	8		2014-03-29		09:09:40		3638.2644		-11624.5013		0.20		814.0
	9		2014-03-29		09:09:41		3638.2644		-11624.5013		0.20		814.0
	10		2014-03-29		09:09:42		3638.2644		-11624.5013		0.20		814.0
	11		2014-03-29		09:09:43		3638.2644		-11624.5013		0.20		814.0
	12		2014-03-29		09:09:44		3638.2644		-11624.5013		0.20		814.0
	13		2014-03-29		09:09:45		3638.2644		-11624.5013		0.20		814.0
	14		2014-03-29		09:09:46		3638.2644		-11624.5013		0.20		814.0
	15		2014-03-29		09:09:47		3638.2644		-11624.5013		0.20		814.0
	16		2014-03-29		09:09:48		3638.2644		-11624.5013		0.20		814.0
	17		2014-03-29		09:09:49		3638.2644		-11624.5013		0.20		815.0
	18		2014-03-29		09:09:50		3638.2644		-11624.5012		0.10		814.0
	19		2014-03-29		09:09:51		3638.2643		-11624.5011		0.10		813.0
	20		2014-03-29		09:09:52		3638.2643		-11624.5010		0.10		813.0
	21		2014-03-29		09:09:53		3638.2643		-11624.5008		0.10		813.0
	22		2014-03-29		09:09:54		3638.2643		-11624.5007		0.10		812.0
	23		2014-03-29		09:09:55		3638.2643		-11624.5005		0.10		812.0
	24		2014-03-29		09:09:56		3638.2644		-11624.5003		0.00		811.0
	25		2014-03-29		09:09:57		3638.2645		-11624.5001		0.00		810.0
	26		2014-03-29		09:09:58		3638.2645		-11624.5000		0.10		810.0
	27		2014-03-29		09:09:59		3638.2645		-11624.4999		0.10		810.0
	28		2014-03-29		09:10:00		3638.2644		-11624.4999		0.10		810.0
	29		2014-03-29		09:10:01		3638.2644		-11624.4999		0.10		809.0
	30		2014-03-29		09:10:02		3638.2643		-11624.4998		0.10		810.0
	31		2014-03-29		09:10:03		3638.2644		-11624.4998		0.00		809.0
	32		2014-03-29		09:10:04		3638.2644		-11624.4998		0.10		808.0
	33		2014-03-29		09:10:05		3638.2644		-11624.4998		0.00		808.0
	34		2014-03-29		09:10:06		3638.2644		-11624.4998		0.10		808.0
	35		2014-03-29		09:10:07		3638.2645		-11624.4998		0.10		807.0
	36		2014-03-29		09:10:08		3638.2645		-11624.4999		0.10		807.0
	37		2014-03-29		09:10:09		3638.2645		-11624.4999		0.00		807.0
	38		2014-03-29		09:10:10		3638.2645		-11624.4999		0.10		807.0
	39		2014-03-29		09:10:11		3638.2646		-11624.4999		0.00		806.0
	40		2014-03-29		09:10:12		3638.2646		-11624.4999		0.10		806.0
	41		2014-03-29		09:10:13		3638.2646		-11624.4999		0.10		806.0
	42		2014-03-29		09:10:14		3638.2646		-11624.4999		0.00		806.0
	43		2014-03-29		09:10:15		3638.2645		-11624.4998		0.00		806.0
	44		2014-03-29		09:10:16		3638.2645		-11624.4998		0.00		806.0
	45		2014-03-29		09:10:17		3638.2645		-11624.4997		0.00		806.0
	46		2014-03-29		09:10:18		3638.2645		-11624.4997		0.00		806.0
	47		2014-03-29		09:10:19		3638.2645		-11624.4997		0.00		806.0
	48		2014-03-29		09:10:20		3638.2644		-11624.4997		0.00		806.0
	49		2014-03-29		09:10:21		3638.2644		-11624.4995		0.00		806.0
	50		2014-03-29		09:10:22		3638.2644		-11624.4995		0.10		806.0
	51		2014-03-29		09:10:23		3638.2643		-11624.4995		0.00		806.0
	52		2014-03-29		09:10:24		3638.2643		-11624.4995		0.00		806.0
	53		2014-03-29		09:10:25		3638.2643		-11624.4995		0.10		806.0
	54		2014-03-29		09:10:26		3638.2642		-11624.4995		0.00		806.0
	55		2014-03-29		09:10:27		3638.2642		-11624.4995		0.10		806.0
	56		2014-03-29		09:10:28		3638.2642		-11624.4995		0.00		806.0
	57		2014-03-29		09:10:29		3638.2641		-11624.4995		0.00		806.0
	58		2014-03-29		09:10:30		3638.2641		-11624.4995		0.10		806.0
	59		2014-03-29		09:10:31		3638.2641		-11624.4995		0.00		807.0
	60		2014-03-29		09:10:32		3638.2640		-11624.4995		0.10		807.0
	61		2014-03-29		09:10:33		3638.2640		-11624.4995		0.00		807.0
	62		2014-03-29		09:10:34		3638.2640		-11624.4995		0.00		807.0
	63		2014-03-29		09:10:35		3638.2639		-11624.4995		0.00		807.0
	64		2014-03-29		09:10:36		3638.2639		-11624.4995		0.00		807.0
	65		2014-03-29		09:10:37		3638.2639		-11624.4995		0.00		807.0
	66		2014-03-29		09:10:38		3638.2639		-11624.4995		0.00		807.0
	67		2014-03-29		09:10:39		3638.2638		-11624.4995		0.00		807.0
	68		2014-03-29		09:10:40		3638.2639		-11624.4995		0.00		807.0
	69		2014-03-29		09:10:41		3638.2639		-11624.4995		0.00		807.0
	70		2014-03-29		09:10:42		3638.2639		-11624.4995		0.00		807.0
	71		2014-03-29		09:10:43		3638.2639		-11624.4995		0.00		807.0
	72		2014-03-29		09:10:44		3638.2639		-11624.4994		0.00		807.0
	73		2014-03-29		09:10:45		3638.2639		-11624.4994		0.00		807.0
	74		2014-03-29		09:10:46		3638.2640		-11624.4994		0.00		807.0
	75		2014-03-29		09:10:47		3638.2640		-11624.4994		0.00		807.0
	76		2014-03-29		09:10:48		3638.2640		-11624.4994		0.00		806.0
	77		2014-03-29		09:10:49		3638.2640		-11624.4994		0.00		806.0
	78		2014-03-29		09:10:50		3638.2640		-11624.4993		0.00		806.0
	79		2014-03-29		09:10:51		3638.2640		-11624.4993		0.00		806.0
	80		2014-03-29		09:10:52		3638.2640		-11624.4993		0.00		806.0
	81		2014-03-29		09:10:53		3638.2640		-11624.4993		0.00		806.0
	82		2014-03-29		09:10:54		3638.2641		-11624.4992		0.10		806.0
	83		2014-03-29		09:10:55		3638.2641		-11624.4991		0.10		806.0
	84		2014-03-29		09:10:56		3638.2641		-11624.4991		0.10		806.0
	85		2014-03-29		09:10:57		3638.2641		-11624.4991		0.00		806.0
	86		2014-03-29		09:10:58		3638.2641		-11624.4991		0.10		806.0
	87		2014-03-29		09:10:59		3638.2641		-11624.4991		0.10		806.0
	88		2014-03-29		09:11:00		3638.2641		-11624.4991		0.10		806.0
	89		2014-03-29		09:11:01		3638.2640		-11624.4991		0.10		806.0
	90		2014-03-29		09:11:02		3638.2640		-11624.4991		0.10		806.0
	91		2014-03-29		09:11:03		3638.2640		-11624.4992		0.10		806.0
	92		2014-03-29		09:11:04		3638.2640		-11624.4991		0.00		806.0
	93		2014-03-29		09:11:05		3638.2641		-11624.4990		0.10		806.0
	94		2014-03-29		09:11:06		3638.2642		-11624.4989		0.10		805.0
	95		2014-03-29		09:11:07		3638.2643		-11624.4988		0.20		805.0
	96		2014-03-29		09:11:08		3638.2644		-11624.4987		0.20		805.0
	97		2014-03-29		09:11:09		3638.2645		-11624.4986		0.20		805.0
	98		2014-03-29		09:11:10		3638.2646		-11624.4985		0.20		805.0
	99		2014-03-29		09:11:11		3638.2647		-11624.4984		0.10		805.0
	100		2014-03-29		09:11:12		3638.2647		-11624.4985		0.00		804.0
	101		2014-03-29		09:11:13		3638.2646		-11624.4985		0.00		805.0
	102		2014-03-29		09:11:14		3638.2645		-11624.4986		0.00		805.0
	103		2014-03-29		09:11:15		3638.2645		-11624.4987		0.10		805.0
	104		2014-03-29		09:11:16		3638.2644		-11624.4987		0.10		805.0
	105		2014-03-29		09:11:17		3638.2644		-11624.4988		0.10		805.0
	106		2014-03-29		09:11:18		3638.2644		-11624.4988		0.00		805.0
	107		2014-03-29		09:11:19		3638.2643		-11624.4988		0.10		805.0
	108		2014-03-29		09:11:20		3638.2643		-11624.4988		0.10		805.0
	109		2014-03-29		09:11:21		3638.2643		-11624.4989		0.10		805.0
	110		2014-03-29		09:11:22		3638.2643		-11624.4989		0.10		805.0
	111		2014-03-29		09:11:23		3638.2642		-11624.4989		0.00		805.0
	112		2014-03-29		09:11:24		3638.2642		-11624.4989		0.00		805.0
	113		2014-03-29		09:11:25		3638.2642		-11624.4989		0.10		806.0
	114		2014-03-29		09:11:26		3638.2642		-11624.4990		0.10		806.0
	115		2014-03-29		09:11:27		3638.2641		-11624.4990		0.00		806.0
	116		2014-03-29		09:11:28		3638.2641		-11624.4990		0.10		806.0
	117		2014-03-29		09:11:29		3638.2641		-11624.4991		0.00		806.0
	118		2014-03-29		09:11:30		3638.2640		-11624.4991		0.10		806.0
	119		2014-03-29		09:11:31		3638.2640		-11624.4991		0.00		806.0
	120		2014-03-29		09:11:32		3638.2640		-11624.4991		0.00		806.0
	121		2014-03-29		09:11:33		3638.2640		-11624.4991		0.10		806.0
	122		2014-03-29		09:11:34		3638.2641		-11624.4991		0.10		806.0
	123		2014-03-29		09:11:35		3638.2641		-11624.4991		0.00		806.0
	124		2014-03-29		09:11:36		3638.2641		-11624.4991		0.00		806.0
	125		2014-03-29		09:11:37		3638.2640		-11624.4991		0.00		806.0
	126		2014-03-29		09:11:38		3638.2640		-11624.4991		0.00		806.0
	127		2014-03-29		09:11:39		3638.2640		-11624.4991		0.00		806.0
	128		2014-03-29		09:11:40		3638.2640		-11624.4992		0.00		806.0
	129		2014-03-29		09:11:41		3638.2640		-11624.4992		0.00		806.0
	130		2014-03-29		09:11:42		3638.2640		-11624.4992		0.10		806.0
	131		2014-03-29		09:11:43		3638.2640		-11624.4992		0.10		806.0
	132		2014-03-29		09:11:44		3638.2640		-11624.4992		0.10		806.0
	133		2014-03-29		09:11:45		3638.2639		-11624.4992		0.10		806.0
	134		2014-03-29		09:11:46		3638.2639		-11624.4992		0.20		806.0
	135		2014-03-29		09:11:47		3638.2639		-11624.4992		0.20		806.0
	136		2014-03-29		09:11:48		3638.2638		-11624.4992		0.20		806.0
	137		2014-03-29		09:11:49		3638.2638		-11624.4992		0.10		806.0
	138		2014-03-29		09:11:50		3638.2639		-11624.4992		0.00		806.0
	139		2014-03-29		09:11:51		3638.2639		-11624.4993		0.10		806.0
	140		2014-03-29		09:11:52		3638.2639		-11624.4993		0.00		806.0
	141		2014-03-29		09:11:53		3638.2639		-11624.4993		0.10		806.0
	142		2014-03-29		09:11:54		3638.2639		-11624.4993		0.10		806.0
	143		2014-03-29		09:11:55		3638.2639		-11624.4992		0.20		806.0
	144		2014-03-29		09:11:56		3638.2639		-11624.4992		0.20		806.0
	145		2014-03-29		09:11:57		3638.2639		-11624.4992		0.30		806.0
	146		2014-03-29		09:11:58		3638.2639		-11624.4992		0.20		806.0
	147		2014-03-29		09:11:59		3638.2639		-11624.4992		0.20		806.0
	148		2014-03-29		09:12:00		3638.2639		-11624.4992		0.10		805.0
	149		2014-03-29		09:12:01		3638.2639		-11624.4992		0.10		805.0
	150		2014-03-29		09:12:02		3638.2639		-11624.4992		0.10		805.0
	151		2014-03-29		09:12:03		3638.2639		-11624.4992		0.00		805.0
	152		2014-03-29		09:12:04		3638.2639		-11624.4992		0.00		805.0
	153		2014-03-29		09:12:05		3638.2639		-11624.4992		0.10		805.0
	154		2014-03-29		09:12:06		3638.2639		-11624.4992		0.10		805.0
	155		2014-03-29		09:12:07		3638.2639		-11624.4992		0.10		805.0
	156		2014-03-29		09:12:08		3638.2639		-11624.4992		0.10		805.0
	157		2014-03-29		09:12:09		3638.2640		-11624.4992		0.10		805.0
	158		2014-03-29		09:12:10		3638.2640		-11624.4992		0.10		805.0
	159		2014-03-29		09:12:11		3638.2640		-11624.4992		0.10		805.0
	160		2014-03-29		09:12:12		3638.2640		-11624.4992		0.10		805.0
	161		2014-03-29		09:12:13		3638.2640		-11624.4992		0.00		805.0
	162		2014-03-29		09:12:14		3638.2640		-11624.4992		0.00		805.0
	163		2014-03-29		09:12:15		3638.2640		-11624.4992		0.00		805.0
	164		2014-03-29		09:12:16		3638.2640		-11624.4992		0.00		805.0
	165		2014-03-29		09:12:17		3638.2640		-11624.4992		0.10		805.0
	166		2014-03-29		09:12:18		3638.2640		-11624.4992		0.10		805.0
	167		2014-03-29		09:12:19		3638.2640		-11624.4992		0.30		805.0
	168		2014-03-29		09:12:20		3638.2640		-11624.4992		0.20		805.0
	169		2014-03-29		09:12:21		3638.2639		-11624.4992		0.30		805.0
	170		2014-03-29		09:12:22		3638.2639		-11624.4992		0.20		805.0
	171		2014-03-29		09:12:23		3638.2639		-11624.4992		0.30		805.0
	172		2014-03-29		09:12:24		3638.2639		-11624.4992		0.20		805.0
	173		2014-03-29		09:12:25		3638.2639		-11624.4992		0.00		805.0
	174		2014-03-29		09:12:26		3638.2639		-11624.4992		0.00		805.0
	175		2014-03-29		09:12:27		3638.2639		-11624.4992		0.00		805.0
	176		2014-03-29		09:12:28		3638.2639		-11624.4992		0.00		805.0
	177		2014-03-29		09:12:29		3638.2639		-11624.4992		0.10		805.0
	178		2014-03-29		09:12:30		3638.2639		-11624.4992		0.10		805.0
	179		2014-03-29		09:12:31		3638.2639		-11624.4991		0.20		805.0
	180		2014-03-29		09:12:32		3638.2639		-11624.4991		0.20		805.0
	181		2014-03-29		09:12:33		3638.2639		-11624.4991		0.20		805.0
	182		2014-03-29		09:12:34		3638.2639		-11624.4991		0.20		805.0
	183		2014-03-29		09:12:35		3638.2639		-11624.4991		0.20		805.0
	184		2014-03-29		09:12:36		3638.2639		-11624.4991		0.20		805.0
	185		2014-03-29		09:12:37		3638.2639		-11624.4991		0.10		805.0
	186		2014-03-29		09:12:38		3638.2639		-11624.4991		0.10		805.0
	187		2014-03-29		09:12:39		3638.2639		-11624.4991		0.10		805.0
	188		2014-03-29		09:12:40		3638.2639		-11624.4991		0.10		805.0
	189		2014-03-29		09:12:41		3638.2639		-11624.4991		0.10		805.0
	190		2014-03-29		09:12:42		3638.2639		-11624.4991		0.00		805.0
	191		2014-03-29		09:12:43		3638.2640		-11624.4991		0.10		805.0
	192		2014-03-29		09:12:44		3638.2640		-11624.4991		0.20		805.0
	193		2014-03-29		09:12:45		3638.2639		-11624.4991		0.20		805.0
	194		2014-03-29		09:12:46		3638.2637		-11624.4991		0.20		805.0
	195		2014-03-29		09:12:47		3638.2636		-11624.4990		0.20		804.0
	196		2014-03-29		09:12:48		3638.2636		-11624.4990		0.20		804.0
	197		2014-03-29		09:12:49		3638.2635		-11624.4990		0.10		804.0
	198		2014-03-29		09:12:50		3638.2634		-11624.4990		0.10		804.0
	199		2014-03-29		09:12:51		3638.2633		-11624.4990		0.10		803.0
	200		2014-03-29		09:12:52		3638.2633		-11624.4990		0.10		803.0
	201		2014-03-29		09:12:53		3638.2632		-11624.4990		0.10		803.0
	202		2014-03-29		09:12:54		3638.2632		-11624.4989		0.00		803.0
	203		2014-03-29		09:12:55		3638.2631		-11624.4989		0.10		803.0
	204		2014-03-29		09:12:56		3638.2631		-11624.4989		0.10		803.0
	205		2014-03-29		09:12:57		3638.2630		-11624.4989		0.10		802.0
	206		2014-03-29		09:12:58		3638.2630		-11624.4989		0.00		802.0
	207		2014-03-29		09:12:59		3638.2629		-11624.4989		0.10		802.0
	208		2014-03-29		09:13:00		3638.2629		-11624.4989		0.10		802.0
	209		2014-03-29		09:13:01		3638.2628		-11624.4989		0.10		802.0
	210		2014-03-29		09:13:02		3638.2628		-11624.4989		0.10		802.0
	211		2014-03-29		09:13:03		3638.2627		-11624.4989		0.10		802.0
	212		2014-03-29		09:13:04		3638.2627		-11624.4989		0.10		802.0
	213		2014-03-29		09:13:05		3638.2627		-11624.4989		0.00		802.0
	214		2014-03-29		09:13:06		3638.2627		-11624.4989		0.10		801.0
	215		2014-03-29		09:13:07		3638.2627		-11624.4989		0.10		801.0
	216		2014-03-29		09:13:08		3638.2627		-11624.4989		0.10		801.0
	217		2014-03-29		09:13:09		3638.2627		-11624.4989		0.10		801.0
	218		2014-03-29		09:13:10		3638.2627		-11624.4989		0.10		801.0
	219		2014-03-29		09:13:11		3638.2627		-11624.4989		0.10		801.0
	220		2014-03-29		09:13:12		3638.2626		-11624.4989		0.10		801.0
	221		2014-03-29		09:13:13		3638.2626		-11624.4989		0.10		800.0
	222		2014-03-29		09:13:14		3638.2626		-11624.4989		0.10		800.0
	223		2014-03-29		09:13:15		3638.2625		-11624.4989		0.10		800.0
	224		2014-03-29		09:13:16		3638.2625		-11624.4989		0.10		800.0
	225		2014-03-29		09:13:17		3638.2625		-11624.4988		0.10		800.0
	226		2014-03-29		09:13:18		3638.2625		-11624.4988		0.00		800.0
	227		2014-03-29		09:13:19		3638.2625		-11624.4988		0.00		800.0
	228		2014-03-29		09:13:20		3638.2625		-11624.4988		0.00		800.0
	229		2014-03-29		09:13:21		3638.2625		-11624.4988		0.00		800.0
	230		2014-03-29		09:13:22		3638.2625		-11624.4988		0.00		800.0
	231		2014-03-29		09:13:23		3638.2625		-11624.4989		0.00		800.0
	232		2014-03-29		09:13:24		3638.2624		-11624.4989		0.20		800.0
	233		2014-03-29		09:13:25		3638.2624		-11624.4989		0.10		800.0
	234		2014-03-29		09:13:26		3638.2624		-11624.4988		0.10		800.0
	235		2014-03-29		09:13:27		3638.2624		-11624.4988		0.10		800.0
	236		2014-03-29		09:13:28		3638.2623		-11624.4988		0.10		800.0
	237		2014-03-29		09:13:29		3638.2623		-11624.4988		0.10		800.0
	238		2014-03-29		09:13:30		3638.2623		-11624.4988		0.10		800.0
	239		2014-03-29		09:13:31		3638.2623		-11624.4988		0.00		800.0
	240		2014-03-29		09:13:32		3638.2623		-11624.4988		0.00		800.0
	241		2014-03-29		09:13:33		3638.2623		-11624.4988		0.00		800.0
	242		2014-03-29		09:13:34		3638.2623		-11624.4988		0.10		800.0
	243		2014-03-29		09:13:35		3638.2623		-11624.4988		0.10		800.0
	244		2014-03-29		09:13:36		3638.2623		-11624.4988		0.10		800.0
	245		2014-03-29		09:13:37		3638.2623		-11624.4988		0.10		800.0
	246		2014-03-29		09:13:38		3638.2623		-11624.4988		0.10		800.0
	247		2014-03-29		09:13:39		3638.2622		-11624.4988		0.10		800.0
	248		2014-03-29		09:13:40		3638.2622		-11624.4988		0.10		800.0
	249		2014-03-29		09:13:41		3638.2622		-11624.4988		0.10		800.0
	250		2014-03-29		09:13:42		3638.2622		-11624.4988		0.10		800.0
	251		2014-03-29		09:13:43		3638.2622		-11624.4988		0.10		800.0
	252		2014-03-29		09:13:44		3638.2622		-11624.4988		0.10		800.0
	253		2014-03-29		09:13:45		3638.2622		-11624.4988		0.10		800.0
	254		2014-03-29		09:13:46		3638.2622		-11624.4989		0.20		800.0
	255		2014-03-29		09:13:47		3638.2622		-11624.4989		0.10		800.0
	256		2014-03-29		09:13:48		3638.2622		-11624.4989		0.20		800.0
	257		2014-03-29		09:13:49		3638.2621		-11624.4989		0.10		800.0
	258		2014-03-29		09:13:50		3638.2621		-11624.4989		0.10		800.0
	259		2014-03-29		09:13:51		3638.2621		-11624.4989		0.10		800.0
	260		2014-03-29		09:13:52		3638.2621		-11624.4989		0.10		800.0
	261		2014-03-29		09:13:53		3638.2621		-11624.4989		0.10		800.0
	262		2014-03-29		09:13:54		3638.2621		-11624.4989		0.10		800.0
	263		2014-03-29		09:13:55		3638.2621		-11624.4989		0.10		800.0
	264		2014-03-29		09:13:56		3638.2621		-11624.4989		0.10		800.0
	265		2014-03-29		09:13:57		3638.2621		-11624.4989		0.10		800.0
	266		2014-03-29		09:13:58		3638.2621		-11624.4989		0.10		800.0
	267		2014-03-29		09:13:59		3638.2621		-11624.4989		0.10		800.0
	268		2014-03-29		09:14:00		3638.2621		-11624.4989		0.20		800.0
	269		2014-03-29		09:14:01		3638.2620		-11624.4989		0.10		800.0
	270		2014-03-29		09:14:02		3638.2620		-11624.4989		0.20		800.0
	271		2014-03-29		09:14:03		3638.2620		-11624.4989		0.00		800.0
	272		2014-03-29		09:14:04		3638.2620		-11624.4989		0.10		800.0
	273		2014-03-29		09:14:05		3638.2620		-11624.4989		0.00		800.0
	274		2014-03-29		09:14:06		3638.2621		-11624.4989		0.10		800.0
	275		2014-03-29		09:14:07		3638.2621		-11624.4989		0.10		800.0
	276		2014-03-29		09:14:08		3638.2621		-11624.4989		0.10		800.0
	277		2014-03-29		09:14:09		3638.2621		-11624.4989		0.10		800.0
	278		2014-03-29		09:14:10		3638.2621		-11624.4989		0.10		801.0
	279		2014-03-29		09:14:11		3638.2621		-11624.4988		0.00		801.0
	280		2014-03-29		09:14:12		3638.2621		-11624.4988		0.10		801.0
	281		2014-03-29		09:14:13		3638.2621		-11624.4988		0.00		801.0
	282		2014-03-29		09:14:14		3638.2621		-11624.4988		0.00		801.0
	283		2014-03-29		09:14:15		3638.2622		-11624.4988		0.00		801.0
	284		2014-03-29		09:14:16		3638.2622		-11624.4988		0.00		801.0
	285		2014-03-29		09:14:17		3638.2622		-11624.4988		0.00		801.0
	286		2014-03-29		09:14:18		3638.2622		-11624.4988		0.10		801.0
	287		2014-03-29		09:14:19		3638.2622		-11624.4988		0.10		801.0
	288		2014-03-29		09:14:20		3638.2622		-11624.4988		0.10		801.0
	289		2014-03-29		09:14:21		3638.2622		-11624.4988		0.10		801.0
	290		2014-03-29		09:14:22		3638.2622		-11624.4988		0.10		801.0
	291		2014-03-29		09:14:23		3638.2622		-11624.4989		0.10		801.0
	292		2014-03-29		09:14:24		3638.2621		-11624.4989		0.20		801.0
	293		2014-03-29		09:14:25		3638.2621		-11624.4989		0.10		801.0
	294		2014-03-29		09:14:26		3638.2621		-11624.4989		0.10		801.0
	295		2014-03-29		09:14:27		3638.2621		-11624.4989		0.10		801.0
	296		2014-03-29		09:14:28		3638.2621		-11624.4989		0.10		800.0
	297		2014-03-29		09:14:29		3638.2621		-11624.4989		0.00		800.0
	298		2014-03-29		09:14:30		3638.2621		-11624.4989		0.10		800.0
	299		2014-03-29		09:14:31		3638.2622		-11624.4989		0.10		800.0
	300		2014-03-29		09:14:32		3638.2622		-11624.4988		0.20		800.0
	301		2014-03-29		09:14:33		3638.2622		-11624.4988		0.20		800.0
	302		2014-03-29		09:14:34		3638.2622		-11624.4988		0.20		800.0
	303		2014-03-29		09:14:35		3638.2623		-11624.4988		0.10		801.0
	304		2014-03-29		09:14:36		3638.2623		-11624.4988		0.20		801.0
	305		2014-03-29		09:14:37		3638.2623		-11624.4988		0.70		801.0
	306		2014-03-29		09:14:38		3638.2623		-11624.4988		0.60		800.0
	307		2014-03-29		09:14:39		3638.2622		-11624.4987		1.00		800.0
	308		2014-03-29		09:14:40		3638.2622		-11624.4985		1.00		799.0
	309		2014-03-29		09:14:41		3638.2621		-11624.4985		0.20		799.0
	310		2014-03-29		09:14:42		3638.2620		-11624.4986		0.50		798.0
	311		2014-03-29		09:14:43		3638.2618		-11624.4986		0.60		798.0
	312		2014-03-29		09:14:44		3638.2617		-11624.4987		0.30		798.0
	313		2014-03-29		09:14:45		3638.2617		-11624.4987		0.60		797.0
	314		2014-03-29		09:14:46		3638.2617		-11624.4987		0.50		796.0
	315		2014-03-29		09:14:47		3638.2616		-11624.4986		0.70		795.0
	316		2014-03-29		09:14:48		3638.2615		-11624.4986		0.60		795.0
	317		2014-03-29		09:14:49		3638.2617		-11624.4982		0.60		795.0
	318		2014-03-29		09:14:50		3638.2617		-11624.4981		0.80		795.0
	319		2014-03-29		09:14:51		3638.2615		-11624.4984		0.50		794.0
	320		2014-03-29		09:14:52		3638.2614		-11624.4987		0.40		795.0
	321		2014-03-29		09:14:53		3638.2617		-11624.4990		0.70		798.0
	322		2014-03-29		09:14:54		3638.2618		-11624.4995		0.70		800.0
	323		2014-03-29		09:14:55		3638.2620		-11624.5002		2.60		802.0
	324		2014-03-29		09:14:56		3638.2619		-11624.5010		2.60		801.0
	325		2014-03-29		09:14:57		3638.2618		-11624.5013		1.80		800.0
	326		2014-03-29		09:14:58		3638.2616		-11624.5019		1.20		803.0
	327		2014-03-29		09:14:59		3638.2616		-11624.5024		1.30		804.0
	328		2014-03-29		09:15:00		3638.2612		-11624.5029		2.20		805.0
	329		2014-03-29		09:15:01		3638.2610		-11624.5037		1.30		806.0
	330		2014-03-29		09:15:02		3638.2608		-11624.5046		2.40		808.0
	331		2014-03-29		09:15:03		3638.2606		-11624.5043		3.20		807.0
	332		2014-03-29		09:15:04		3638.2601		-11624.5043		2.70		807.0
	333		2014-03-29		09:15:05		3638.2608		-11624.5017		1.40		803.0
	334		2014-03-29		09:15:06		3638.2609		-11624.5012		1.40		805.0
	335		2014-03-29		09:15:07		3638.2610		-11624.5008		0.80		806.0
	336		2014-03-29		09:15:08		3638.2611		-11624.5007		0.70		806.0
	337		2014-03-29		09:15:09		3638.2618		-11624.5005		1.70		803.0
	338		2014-03-29		09:15:10		3638.2625		-11624.5001		1.70		802.0
	339		2014-03-29		09:15:11		3638.2627		-11624.4998		1.40		802.0
	340		2014-03-29		09:15:12		3638.2631		-11624.4998		1.50		803.0
	341		2014-03-29		09:15:13		3638.2628		-11624.4999		0.50		803.0
	342		2014-03-29		09:15:14		3638.2626		-11624.4998		1.30		803.0
	343		2014-03-29		09:15:15		3638.2626		-11624.4995		1.10		802.0
	344		2014-03-29		09:15:16		3638.2627		-11624.4992		0.40		801.0
	345		2014-03-29		09:15:17		3638.2627		-11624.4993		0.80		801.0
	346		2014-03-29		09:15:18		3638.2628		-11624.4993		1.00		801.0
	347		2014-03-29		09:15:19		3638.2629		-11624.4994		0.80		801.0
	348		2014-03-29		09:15:20		3638.2629		-11624.4994		0.70		802.0
	349		2014-03-29		09:15:21		3638.2627		-11624.4995		1.20		802.0
	350		2014-03-29		09:15:22		3638.2620		-11624.4997		0.80		801.0
	351		2014-03-29		09:15:23		3638.2615		-11624.4998		1.00		802.0
	352		2014-03-29		09:15:24		3638.2612		-11624.4997		1.40		801.0
	353		2014-03-29		09:15:25		3638.2611		-11624.4997		0.30		801.0
	354		2014-03-29		09:15:26		3638.2612		-11624.4998		1.10		801.0
	355		2014-03-29		09:15:27		3638.2616		-11624.4997		1.40		800.0
	356		2014-03-29		09:15:28		3638.2618		-11624.4995		1.00		800.0
	357		2014-03-29		09:15:29		3638.2618		-11624.4995		0.60		800.0
	358		2014-03-29		09:15:30		3638.2618		-11624.4997		0.60		800.0
	359		2014-03-29		09:15:31		3638.2619		-11624.4999		1.00		800.0
	360		2014-03-29		09:15:32		3638.2619		-11624.5000		0.70		801.0
	361		2014-03-29		09:15:33		3638.2617		-11624.4999		1.30		800.0
	362		2014-03-29		09:15:34		3638.2612		-11624.5001		0.90		801.0
	363		2014-03-29		09:15:35		3638.2607		-11624.5004		3.50		801.0
	364		2014-03-29		09:15:36		3638.2601		-11624.5004		3.10		801.0
	365		2014-03-29		09:15:37		3638.2598		-11624.5008		2.60		802.0
	366		2014-03-29		09:15:38		3638.2597		-11624.5012		1.60		802.0
	367		2014-03-29		09:15:39		3638.2597		-11624.5013		0.20		802.0
	368		2014-03-29		09:15:40		3638.2597		-11624.5015		0.90		802.0
	369		2014-03-29		09:15:41		3638.2599		-11624.5016		0.50		804.0
	370		2014-03-29		09:15:42		3638.2598		-11624.5022		1.00		804.0
	371		2014-03-29		09:15:43		3638.2600		-11624.5020		0.90		805.0
	372		2014-03-29		09:15:44		3638.2597		-11624.5020		0.50		804.0
	373		2014-03-29		09:15:45		3638.2599		-11624.5013		2.70		805.0
	374		2014-03-29		09:15:46		3638.2606		-11624.5008		2.90		804.0
	375		2014-03-29		09:15:47		3638.2610		-11624.5007		3.10		804.0
	376		2014-03-29		09:15:48		3638.2614		-11624.5003		3.10		803.0
	377		2014-03-29		09:15:49		3638.2618		-11624.4998		3.30		803.0
