Record Number		Date         		Time     		Latitude		Longitude		Speed(km/hour)	Altitude(meter)		 
	14416		2014-03-29		14:06:55		3637.5386		-11624.7670		4.59		793.0
	14417		2014-03-29		14:06:56		3637.5379		-11624.7670		4.00		793.0
	14418		2014-03-29		14:06:57		3637.5375		-11624.7668		2.60		793.0
	14419		2014-03-29		14:06:58		3637.5373		-11624.7667		0.40		793.0
	14420		2014-03-29		14:06:59		3637.5372		-11624.7667		0.50		793.0
	14421		2014-03-29		14:07:00		3637.5373		-11624.7667		0.30		793.0
	14422		2014-03-29		14:07:01		3637.5371		-11624.7667		1.30		793.0
	14423		2014-03-29		14:07:02		3637.5369		-11624.7666		1.20		793.0
	14424		2014-03-29		14:07:03		3637.5368		-11624.7666		1.00		793.0
	14425		2014-03-29		14:07:04		3637.5368		-11624.7665		0.30		793.0
	14426		2014-03-29		14:07:05		3637.5368		-11624.7666		0.50		793.0
	14427		2014-03-29		14:07:06		3637.5368		-11624.7667		0.10		793.0
	14428		2014-03-29		14:07:07		3637.5368		-11624.7668		0.10		793.0
	14429		2014-03-29		14:07:08		3637.5368		-11624.7668		0.10		793.0
	14430		2014-03-29		14:07:09		3637.5368		-11624.7668		0.00		793.0
	14431		2014-03-29		14:07:10		3637.5368		-11624.7669		0.40		793.0
	14432		2014-03-29		14:07:11		3637.5368		-11624.7670		0.20		793.0
	14433		2014-03-29		14:07:12		3637.5368		-11624.7670		0.20		793.0
	14434		2014-03-29		14:07:13		3637.5368		-11624.7670		0.20		793.0
	14435		2014-03-29		14:07:14		3637.5368		-11624.7670		0.10		793.0
	14436		2014-03-29		14:07:15		3637.5368		-11624.7672		0.10		793.0
	14437		2014-03-29		14:07:16		3637.5369		-11624.7672		0.00		793.0
	14438		2014-03-29		14:07:17		3637.5369		-11624.7672		0.20		793.0
	14439		2014-03-29		14:07:18		3637.5369		-11624.7672		0.10		793.0
	14440		2014-03-29		14:07:19		3637.5369		-11624.7673		0.10		793.0
	14441		2014-03-29		14:07:20		3637.5369		-11624.7673		0.10		793.0
	14442		2014-03-29		14:07:21		3637.5369		-11624.7673		0.00		793.0
	14443		2014-03-29		14:07:22		3637.5369		-11624.7673		0.20		793.0
	14444		2014-03-29		14:07:23		3637.5367		-11624.7673		2.40		793.0
	14445		2014-03-29		14:07:24		3637.5362		-11624.7673		4.50		793.0
	14446		2014-03-29		14:07:25		3637.5355		-11624.7673		5.09		793.0
	14447		2014-03-29		14:07:26		3637.5347		-11624.7674		5.50		793.0
	14448		2014-03-29		14:07:27		3637.5339		-11624.7674		5.70		793.0
	14449		2014-03-29		14:07:28		3637.5331		-11624.7674		5.60		793.0
	14450		2014-03-29		14:07:29		3637.5322		-11624.7675		5.80		793.0
	14451		2014-03-29		14:07:30		3637.5314		-11624.7675		5.30		793.0
	14452		2014-03-29		14:07:31		3637.5306		-11624.7678		5.50		793.0
	14453		2014-03-29		14:07:32		3637.5298		-11624.7680		5.60		793.0
	14454		2014-03-29		14:07:33		3637.5290		-11624.7682		5.09		793.0
	14455		2014-03-29		14:07:34		3637.5282		-11624.7683		5.50		793.0
	14456		2014-03-29		14:07:35		3637.5275		-11624.7683		5.40		793.0
	14457		2014-03-29		14:07:36		3637.5267		-11624.7683		5.40		793.0
	14458		2014-03-29		14:07:37		3637.5259		-11624.7684		4.90		793.0
	14459		2014-03-29		14:07:38		3637.5252		-11624.7685		5.50		793.0
	14460		2014-03-29		14:07:39		3637.5244		-11624.7687		5.00		793.0
	14461		2014-03-29		14:07:40		3637.5236		-11624.7688		5.50		793.0
	14462		2014-03-29		14:07:41		3637.5228		-11624.7688		5.09		793.0
	14463		2014-03-29		14:07:42		3637.5220		-11624.7688		5.20		793.0
	14464		2014-03-29		14:07:43		3637.5212		-11624.7688		5.40		793.0
	14465		2014-03-29		14:07:44		3637.5204		-11624.7687		5.20		793.0
	14466		2014-03-29		14:07:45		3637.5196		-11624.7687		5.40		793.0
	14467		2014-03-29		14:07:46		3637.5189		-11624.7686		5.00		793.0
	14468		2014-03-29		14:07:47		3637.5181		-11624.7685		5.09		793.0
	14469		2014-03-29		14:07:48		3637.5173		-11624.7685		5.70		793.0
	14470		2014-03-29		14:07:49		3637.5164		-11624.7685		5.50		793.0
	14471		2014-03-29		14:07:50		3637.5156		-11624.7684		5.20		793.0
	14472		2014-03-29		14:07:51		3637.5148		-11624.7684		5.30		793.0
	14473		2014-03-29		14:07:52		3637.5141		-11624.7685		4.59		793.0
	14474		2014-03-29		14:07:53		3637.5134		-11624.7686		4.70		793.0
	14475		2014-03-29		14:07:54		3637.5127		-11624.7686		5.00		793.0
	14476		2014-03-29		14:07:55		3637.5119		-11624.7685		5.20		793.0
	14477		2014-03-29		14:07:56		3637.5111		-11624.7683		5.50		793.0
	14478		2014-03-29		14:07:57		3637.5103		-11624.7683		5.20		793.0
	14479		2014-03-29		14:07:58		3637.5095		-11624.7683		5.50		793.0
	14480		2014-03-29		14:07:59		3637.5087		-11624.7683		5.80		793.0
	14481		2014-03-29		14:08:00		3637.5078		-11624.7685		5.50		793.0
	14482		2014-03-29		14:08:01		3637.5071		-11624.7686		4.80		793.0
	14483		2014-03-29		14:08:02		3637.5064		-11624.7686		5.20		793.0
	14484		2014-03-29		14:08:03		3637.5056		-11624.7686		5.09		793.0
	14485		2014-03-29		14:08:04		3637.5049		-11624.7685		5.09		793.0
	14486		2014-03-29		14:08:05		3637.5041		-11624.7684		5.09		793.0
	14487		2014-03-29		14:08:06		3637.5033		-11624.7684		5.40		793.0
	14488		2014-03-29		14:08:07		3637.5025		-11624.7684		5.30		793.0
	14489		2014-03-29		14:08:08		3637.5018		-11624.7685		5.00		793.0
	14490		2014-03-29		14:08:09		3637.5010		-11624.7685		5.30		793.0
	14491		2014-03-29		14:08:10		3637.5003		-11624.7685		4.50		793.0
	14492		2014-03-29		14:08:11		3637.4997		-11624.7685		4.09		793.0
	14493		2014-03-29		14:08:12		3637.4990		-11624.7687		4.80		793.0
	14494		2014-03-29		14:08:13		3637.4983		-11624.7688		4.80		793.0
	14495		2014-03-29		14:08:14		3637.4976		-11624.7690		5.00		793.0
	14496		2014-03-29		14:08:15		3637.4968		-11624.7691		5.20		793.0
	14497		2014-03-29		14:08:16		3637.4958		-11624.7692		6.00		793.0
	14498		2014-03-29		14:08:17		3637.4948		-11624.7693		5.60		793.0
	14499		2014-03-29		14:08:18		3637.4939		-11624.7693		5.40		793.0
	14500		2014-03-29		14:08:19		3637.4932		-11624.7691		4.50		793.0
	14501		2014-03-29		14:08:20		3637.4925		-11624.7690		5.30		793.0
	14502		2014-03-29		14:08:21		3637.4917		-11624.7691		5.30		793.0
	14503		2014-03-29		14:08:22		3637.4910		-11624.7691		5.20		793.0
	14504		2014-03-29		14:08:23		3637.4902		-11624.7693		5.20		793.0
	14505		2014-03-29		14:08:24		3637.4895		-11624.7695		5.40		793.0
	14506		2014-03-29		14:08:25		3637.4887		-11624.7697		5.70		793.0
	14507		2014-03-29		14:08:26		3637.4879		-11624.7697		5.20		793.0
	14508		2014-03-29		14:08:27		3637.4872		-11624.7696		4.70		793.0
	14509		2014-03-29		14:08:28		3637.4865		-11624.7693		5.09		793.0
	14510		2014-03-29		14:08:29		3637.4858		-11624.7688		5.00		793.0
	14511		2014-03-29		14:08:30		3637.4851		-11624.7688		4.40		793.0
	14512		2014-03-29		14:08:31		3637.4844		-11624.7688		5.60		793.0
	14513		2014-03-29		14:08:32		3637.4836		-11624.7688		4.80		793.0
	14514		2014-03-29		14:08:33		3637.4829		-11624.7688		5.50		792.0
	14515		2014-03-29		14:08:34		3637.4821		-11624.7688		5.00		792.0
	14516		2014-03-29		14:08:35		3637.4814		-11624.7688		4.90		792.0
	14517		2014-03-29		14:08:36		3637.4807		-11624.7688		4.50		792.0
	14518		2014-03-29		14:08:37		3637.4800		-11624.7688		4.59		792.0
	14519		2014-03-29		14:08:38		3637.4793		-11624.7687		5.09		792.0
	14520		2014-03-29		14:08:39		3637.4785		-11624.7688		5.30		792.0
	14521		2014-03-29		14:08:40		3637.4777		-11624.7690		5.20		792.0
	14522		2014-03-29		14:08:41		3637.4770		-11624.7690		4.70		792.0
	14523		2014-03-29		14:08:42		3637.4763		-11624.7690		4.59		792.0
	14524		2014-03-29		14:08:43		3637.4755		-11624.7688		5.30		792.0
	14525		2014-03-29		14:08:44		3637.4746		-11624.7688		5.30		792.0
	14526		2014-03-29		14:08:45		3637.4739		-11624.7688		5.00		792.0
	14527		2014-03-29		14:08:46		3637.4732		-11624.7684		5.00		792.0
	14528		2014-03-29		14:08:47		3637.4725		-11624.7682		4.80		792.0
	14529		2014-03-29		14:08:48		3637.4717		-11624.7682		5.20		792.0
	14530		2014-03-29		14:08:49		3637.4710		-11624.7683		4.70		792.0
	14531		2014-03-29		14:08:50		3637.4703		-11624.7685		4.90		792.0
	14532		2014-03-29		14:08:51		3637.4696		-11624.7686		4.80		792.0
	14533		2014-03-29		14:08:52		3637.4688		-11624.7685		5.09		792.0
	14534		2014-03-29		14:08:53		3637.4681		-11624.7682		4.80		792.0
	14535		2014-03-29		14:08:54		3637.4674		-11624.7678		5.30		792.0
	14536		2014-03-29		14:08:55		3637.4667		-11624.7674		5.20		792.0
	14537		2014-03-29		14:08:56		3637.4660		-11624.7670		5.30		792.0
	14538		2014-03-29		14:08:57		3637.4653		-11624.7666		5.00		792.0
	14539		2014-03-29		14:08:58		3637.4645		-11624.7665		5.00		792.0
	14540		2014-03-29		14:08:59		3637.4637		-11624.7666		5.09		792.0
	14541		2014-03-29		14:09:00		3637.4630		-11624.7665		4.70		792.0
	14542		2014-03-29		14:09:01		3637.4623		-11624.7664		4.80		792.0
	14543		2014-03-29		14:09:02		3637.4616		-11624.7664		4.59		792.0
	14544		2014-03-29		14:09:03		3637.4608		-11624.7663		4.90		792.0
	14545		2014-03-29		14:09:04		3637.4600		-11624.7663		4.90		792.0
	14546		2014-03-29		14:09:05		3637.4592		-11624.7662		4.70		792.0
	14547		2014-03-29		14:09:06		3637.4586		-11624.7662		5.00		792.0
	14548		2014-03-29		14:09:07		3637.4579		-11624.7663		4.59		792.0
	14549		2014-03-29		14:09:08		3637.4573		-11624.7664		3.30		792.0
	14550		2014-03-29		14:09:09		3637.4570		-11624.7663		0.10		792.0
	14551		2014-03-29		14:09:10		3637.4573		-11624.7664		3.30		792.0
	14552		2014-03-29		14:09:11		3637.4577		-11624.7663		2.29		792.0
	14553		2014-03-29		14:09:12		3637.4581		-11624.7663		0.60		792.0
	14554		2014-03-29		14:09:13		3637.4581		-11624.7662		0.90		791.0
	14555		2014-03-29		14:09:14		3637.4581		-11624.7662		0.20		791.0
	14556		2014-03-29		14:09:15		3637.4581		-11624.7662		0.30		792.0
	14557		2014-03-29		14:09:16		3637.4582		-11624.7662		1.10		792.0
	14558		2014-03-29		14:09:17		3637.4583		-11624.7663		0.70		792.0
	14559		2014-03-29		14:09:18		3637.4580		-11624.7663		3.40		792.0
	14560		2014-03-29		14:09:19		3637.4574		-11624.7663		4.80		792.0
	14561		2014-03-29		14:09:20		3637.4567		-11624.7662		4.70		792.0
	14562		2014-03-29		14:09:21		3637.4559		-11624.7662		5.00		792.0
	14563		2014-03-29		14:09:22		3637.4551		-11624.7662		5.50		792.0
	14564		2014-03-29		14:09:23		3637.4543		-11624.7662		5.40		792.0
	14565		2014-03-29		14:09:24		3637.4536		-11624.7662		5.00		792.0
	14566		2014-03-29		14:09:25		3637.4529		-11624.7664		4.80		792.0
	14567		2014-03-29		14:09:26		3637.4522		-11624.7667		5.00		792.0
	14568		2014-03-29		14:09:27		3637.4514		-11624.7669		5.30		791.0
	14569		2014-03-29		14:09:28		3637.4507		-11624.7672		4.80		792.0
	14570		2014-03-29		14:09:29		3637.4501		-11624.7675		4.90		792.0
	14571		2014-03-29		14:09:30		3637.4493		-11624.7675		5.09		792.0
	14572		2014-03-29		14:09:31		3637.4486		-11624.7675		5.09		792.0
	14573		2014-03-29		14:09:32		3637.4479		-11624.7675		4.50		792.0
	14574		2014-03-29		14:09:33		3637.4472		-11624.7675		4.90		792.0
	14575		2014-03-29		14:09:34		3637.4464		-11624.7675		5.30		792.0
	14576		2014-03-29		14:09:35		3637.4457		-11624.7675		4.80		791.0
	14577		2014-03-29		14:09:36		3637.4450		-11624.7675		4.70		791.0
	14578		2014-03-29		14:09:37		3637.4443		-11624.7675		4.80		791.0
	14579		2014-03-29		14:09:38		3637.4435		-11624.7675		5.70		791.0
	14580		2014-03-29		14:09:39		3637.4426		-11624.7675		5.50		792.0
	14581		2014-03-29		14:09:40		3637.4418		-11624.7677		4.70		792.0
	14582		2014-03-29		14:09:41		3637.4411		-11624.7679		5.40		791.0
	14583		2014-03-29		14:09:42		3637.4403		-11624.7680		5.60		791.0
	14584		2014-03-29		14:09:43		3637.4394		-11624.7682		5.40		791.0
	14585		2014-03-29		14:09:44		3637.4386		-11624.7681		5.30		791.0
	14586		2014-03-29		14:09:45		3637.4379		-11624.7680		5.30		791.0
	14587		2014-03-29		14:09:46		3637.4370		-11624.7681		5.40		791.0
	14588		2014-03-29		14:09:47		3637.4362		-11624.7682		5.00		791.0
	14589		2014-03-29		14:09:48		3637.4354		-11624.7682		4.90		791.0
	14590		2014-03-29		14:09:49		3637.4346		-11624.7682		5.70		791.0
	14591		2014-03-29		14:09:50		3637.4338		-11624.7682		5.20		791.0
	14592		2014-03-29		14:09:51		3637.4331		-11624.7682		5.20		791.0
	14593		2014-03-29		14:09:52		3637.4324		-11624.7683		4.70		791.0
	14594		2014-03-29		14:09:53		3637.4318		-11624.7682		4.70		791.0
	14595		2014-03-29		14:09:54		3637.4311		-11624.7682		5.00		791.0
	14596		2014-03-29		14:09:55		3637.4304		-11624.7683		5.09		791.0
	14597		2014-03-29		14:09:56		3637.4296		-11624.7683		5.00		791.0
	14598		2014-03-29		14:09:57		3637.4289		-11624.7683		4.59		791.0
	14599		2014-03-29		14:09:58		3637.4282		-11624.7684		4.70		791.0
	14600		2014-03-29		14:09:59		3637.4274		-11624.7685		5.30		791.0
	14601		2014-03-29		14:10:00		3637.4265		-11624.7686		5.70		792.0
	14602		2014-03-29		14:10:01		3637.4257		-11624.7686		5.20		791.0
	14603		2014-03-29		14:10:02		3637.4250		-11624.7687		5.50		791.0
	14604		2014-03-29		14:10:03		3637.4242		-11624.7688		5.30		791.0
	14605		2014-03-29		14:10:04		3637.4233		-11624.7688		5.50		792.0
	14606		2014-03-29		14:10:05		3637.4226		-11624.7688		4.90		792.0
	14607		2014-03-29		14:10:06		3637.4218		-11624.7690		4.90		792.0
	14608		2014-03-29		14:10:07		3637.4211		-11624.7692		4.59		792.0
	14609		2014-03-29		14:10:08		3637.4200		-11624.7695		5.90		792.0
	14610		2014-03-29		14:10:09		3637.4194		-11624.7692		4.90		792.0
	14611		2014-03-29		14:10:10		3637.4187		-11624.7688		4.90		792.0
	14612		2014-03-29		14:10:11		3637.4181		-11624.7685		5.40		792.0
	14613		2014-03-29		14:10:12		3637.4174		-11624.7682		5.60		792.0
	14614		2014-03-29		14:10:13		3637.4165		-11624.7680		6.00		792.0
	14615		2014-03-29		14:10:14		3637.4156		-11624.7678		5.50		792.0
	14616		2014-03-29		14:10:15		3637.4148		-11624.7675		5.70		792.0
	14617		2014-03-29		14:10:16		3637.4139		-11624.7677		5.80		792.0
	14618		2014-03-29		14:10:17		3637.4131		-11624.7675		5.20		792.0
	14619		2014-03-29		14:10:18		3637.4124		-11624.7677		5.30		791.0
	14620		2014-03-29		14:10:19		3637.4115		-11624.7678		5.70		791.0
	14621		2014-03-29		14:10:20		3637.4107		-11624.7680		5.50		791.0
	14622		2014-03-29		14:10:21		3637.4099		-11624.7680		5.50		791.0
	14623		2014-03-29		14:10:22		3637.4091		-11624.7682		5.40		791.0
	14624		2014-03-29		14:10:23		3637.4083		-11624.7682		5.00		791.0
	14625		2014-03-29		14:10:24		3637.4075		-11624.7683		5.70		791.0
	14626		2014-03-29		14:10:25		3637.4067		-11624.7684		5.90		791.0
	14627		2014-03-29		14:10:26		3637.4059		-11624.7685		4.59		791.0
	14628		2014-03-29		14:10:27		3637.4052		-11624.7686		5.09		791.0
	14629		2014-03-29		14:10:28		3637.4044		-11624.7687		5.40		791.0
	14630		2014-03-29		14:10:29		3637.4035		-11624.7690		5.30		791.0
	14631		2014-03-29		14:10:30		3637.4028		-11624.7690		4.40		791.0
	14632		2014-03-29		14:10:31		3637.4022		-11624.7690		4.70		791.0
	14633		2014-03-29		14:10:32		3637.4015		-11624.7691		5.20		791.0
	14634		2014-03-29		14:10:33		3637.4009		-11624.7692		5.40		790.0
	14635		2014-03-29		14:10:34		3637.4004		-11624.7691		4.90		790.0
	14636		2014-03-29		14:10:35		3637.3998		-11624.7692		5.09		789.0
	14637		2014-03-29		14:10:36		3637.3991		-11624.7692		5.00		789.0
	14638		2014-03-29		14:10:37		3637.3983		-11624.7693		5.50		789.0
	14639		2014-03-29		14:10:38		3637.3975		-11624.7693		5.20		789.0
	14640		2014-03-29		14:10:39		3637.3966		-11624.7693		5.09		789.0
	14641		2014-03-29		14:10:40		3637.3959		-11624.7692		4.80		789.0
	14642		2014-03-29		14:10:41		3637.3951		-11624.7691		5.09		789.0
	14643		2014-03-29		14:10:42		3637.3944		-11624.7688		5.00		789.0
	14644		2014-03-29		14:10:43		3637.3937		-11624.7690		5.09		789.0
	14645		2014-03-29		14:10:44		3637.3930		-11624.7688		5.40		789.0
	14646		2014-03-29		14:10:45		3637.3922		-11624.7688		4.59		789.0
	14647		2014-03-29		14:10:46		3637.3915		-11624.7687		5.09		789.0
	14648		2014-03-29		14:10:47		3637.3907		-11624.7686		4.70		789.0
	14649		2014-03-29		14:10:48		3637.3900		-11624.7686		4.70		789.0
	14650		2014-03-29		14:10:49		3637.3892		-11624.7686		5.20		789.0
	14651		2014-03-29		14:10:50		3637.3885		-11624.7686		5.30		789.0
	14652		2014-03-29		14:10:51		3637.3879		-11624.7685		4.00		789.0
	14653		2014-03-29		14:10:52		3637.3871		-11624.7687		5.20		789.0
	14654		2014-03-29		14:10:53		3637.3862		-11624.7688		5.00		789.0
	14655		2014-03-29		14:10:54		3637.3853		-11624.7688		4.90		789.0
	14656		2014-03-29		14:10:55		3637.3845		-11624.7690		5.20		789.0
	14657		2014-03-29		14:10:56		3637.3837		-11624.7690		4.90		789.0
	14658		2014-03-29		14:10:57		3637.3830		-11624.7688		5.00		789.0
	14659		2014-03-29		14:10:58		3637.3823		-11624.7688		5.09		789.0
	14660		2014-03-29		14:10:59		3637.3815		-11624.7690		4.80		789.0
	14661		2014-03-29		14:11:00		3637.3808		-11624.7690		5.00		789.0
	14662		2014-03-29		14:11:01		3637.3800		-11624.7691		5.09		789.0
	14663		2014-03-29		14:11:02		3637.3793		-11624.7692		4.80		789.0
	14664		2014-03-29		14:11:03		3637.3785		-11624.7693		4.90		789.0
	14665		2014-03-29		14:11:04		3637.3778		-11624.7695		4.90		789.0
	14666		2014-03-29		14:11:05		3637.3769		-11624.7698		4.90		789.0
	14667		2014-03-29		14:11:06		3637.3761		-11624.7699		5.30		789.0
	14668		2014-03-29		14:11:07		3637.3752		-11624.7700		5.20		789.0
	14669		2014-03-29		14:11:08		3637.3744		-11624.7700		5.00		790.0
	14670		2014-03-29		14:11:09		3637.3736		-11624.7700		5.00		790.0
	14671		2014-03-29		14:11:10		3637.3728		-11624.7701		5.20		790.0
	14672		2014-03-29		14:11:11		3637.3720		-11624.7700		5.00		790.0
	14673		2014-03-29		14:11:12		3637.3712		-11624.7699		5.70		790.0
	14674		2014-03-29		14:11:13		3637.3704		-11624.7697		5.40		790.0
	14675		2014-03-29		14:11:14		3637.3696		-11624.7696		5.09		790.0
	14676		2014-03-29		14:11:15		3637.3688		-11624.7697		5.50		790.0
	14677		2014-03-29		14:11:16		3637.3680		-11624.7698		5.09		790.0
	14678		2014-03-29		14:11:17		3637.3672		-11624.7698		5.70		790.0
	14679		2014-03-29		14:11:18		3637.3664		-11624.7698		5.20		790.0
	14680		2014-03-29		14:11:19		3637.3656		-11624.7698		5.30		790.0
	14681		2014-03-29		14:11:20		3637.3648		-11624.7698		5.90		790.0
	14682		2014-03-29		14:11:21		3637.3639		-11624.7699		5.60		790.0
	14683		2014-03-29		14:11:22		3637.3631		-11624.7700		4.90		790.0
	14684		2014-03-29		14:11:23		3637.3622		-11624.7701		5.00		790.0
	14685		2014-03-29		14:11:24		3637.3615		-11624.7700		4.59		790.0
	14686		2014-03-29		14:11:25		3637.3606		-11624.7703		4.59		790.0
	14687		2014-03-29		14:11:26		3637.3598		-11624.7704		4.90		790.0
	14688		2014-03-29		14:11:27		3637.3590		-11624.7704		5.00		790.0
	14689		2014-03-29		14:11:28		3637.3583		-11624.7702		5.00		790.0
	14690		2014-03-29		14:11:29		3637.3575		-11624.7702		5.09		790.0
	14691		2014-03-29		14:11:30		3637.3567		-11624.7701		5.20		790.0
	14692		2014-03-29		14:11:31		3637.3560		-11624.7700		5.09		790.0
	14693		2014-03-29		14:11:32		3637.3552		-11624.7698		5.30		790.0
	14694		2014-03-29		14:11:33		3637.3545		-11624.7697		5.00		790.0
	14695		2014-03-29		14:11:34		3637.3537		-11624.7696		5.30		790.0
	14696		2014-03-29		14:11:35		3637.3529		-11624.7695		5.20		790.0
	14697		2014-03-29		14:11:36		3637.3520		-11624.7693		5.60		790.0
	14698		2014-03-29		14:11:37		3637.3512		-11624.7693		5.09		790.0
	14699		2014-03-29		14:11:38		3637.3504		-11624.7695		4.90		790.0
	14700		2014-03-29		14:11:39		3637.3496		-11624.7697		5.50		790.0
	14701		2014-03-29		14:11:40		3637.3487		-11624.7697		5.20		790.0
	14702		2014-03-29		14:11:41		3637.3479		-11624.7698		5.70		790.0
	14703		2014-03-29		14:11:42		3637.3470		-11624.7699		5.50		790.0
	14704		2014-03-29		14:11:43		3637.3462		-11624.7700		5.40		790.0
	14705		2014-03-29		14:11:44		3637.3454		-11624.7700		5.30		790.0
	14706		2014-03-29		14:11:45		3637.3446		-11624.7700		5.00		790.0
	14707		2014-03-29		14:11:46		3637.3438		-11624.7701		5.09		790.0
	14708		2014-03-29		14:11:47		3637.3431		-11624.7701		5.00		790.0
	14709		2014-03-29		14:11:48		3637.3423		-11624.7701		4.59		790.0
	14710		2014-03-29		14:11:49		3637.3416		-11624.7701		4.50		789.0
	14711		2014-03-29		14:11:50		3637.3409		-11624.7701		5.00		789.0
	14712		2014-03-29		14:11:51		3637.3400		-11624.7701		5.00		789.0
	14713		2014-03-29		14:11:52		3637.3393		-11624.7700		4.80		789.0
	14714		2014-03-29		14:11:53		3637.3385		-11624.7700		5.60		789.0
	14715		2014-03-29		14:11:54		3637.3376		-11624.7699		5.60		789.0
	14716		2014-03-29		14:11:55		3637.3369		-11624.7698		5.30		789.0
	14717		2014-03-29		14:11:56		3637.3361		-11624.7699		5.20		789.0
	14718		2014-03-29		14:11:57		3637.3353		-11624.7699		5.09		789.0
	14719		2014-03-29		14:11:58		3637.3347		-11624.7699		4.90		789.0
	14720		2014-03-29		14:11:59		3637.3339		-11624.7699		5.50		789.0
	14721		2014-03-29		14:12:00		3637.3330		-11624.7700		5.30		789.0
	14722		2014-03-29		14:12:01		3637.3321		-11624.7700		5.40		790.0
	14723		2014-03-29		14:12:02		3637.3312		-11624.7701		5.00		790.0
	14724		2014-03-29		14:12:03		3637.3304		-11624.7701		5.60		790.0
	14725		2014-03-29		14:12:04		3637.3295		-11624.7702		5.50		790.0
	14726		2014-03-29		14:12:05		3637.3287		-11624.7702		5.20		790.0
	14727		2014-03-29		14:12:06		3637.3279		-11624.7702		5.20		790.0
	14728		2014-03-29		14:12:07		3637.3271		-11624.7702		5.20		790.0
	14729		2014-03-29		14:12:08		3637.3263		-11624.7703		5.09		790.0
	14730		2014-03-29		14:12:09		3637.3255		-11624.7703		5.00		790.0
	14731		2014-03-29		14:12:10		3637.3247		-11624.7703		5.00		790.0
	14732		2014-03-29		14:12:11		3637.3240		-11624.7703		5.20		790.0
	14733		2014-03-29		14:12:12		3637.3232		-11624.7703		4.90		790.0
	14734		2014-03-29		14:12:13		3637.3224		-11624.7703		5.40		790.0
	14735		2014-03-29		14:12:14		3637.3216		-11624.7702		5.20		790.0
	14736		2014-03-29		14:12:15		3637.3209		-11624.7702		5.20		790.0
	14737		2014-03-29		14:12:16		3637.3201		-11624.7703		5.30		790.0
	14738		2014-03-29		14:12:17		3637.3192		-11624.7703		5.50		790.0
	14739		2014-03-29		14:12:18		3637.3184		-11624.7703		5.80		790.0
	14740		2014-03-29		14:12:19		3637.3176		-11624.7704		5.40		790.0
	14741		2014-03-29		14:12:20		3637.3168		-11624.7704		5.30		790.0
	14742		2014-03-29		14:12:21		3637.3160		-11624.7702		5.50		790.0
	14743		2014-03-29		14:12:22		3637.3152		-11624.7701		5.70		790.0
	14744		2014-03-29		14:12:23		3637.3144		-11624.7698		5.50		790.0
	14745		2014-03-29		14:12:24		3637.3135		-11624.7697		5.60		790.0
	14746		2014-03-29		14:12:25		3637.3128		-11624.7696		5.09		790.0
	14747		2014-03-29		14:12:26		3637.3120		-11624.7695		5.09		790.0
	14748		2014-03-29		14:12:27		3637.3113		-11624.7693		4.90		790.0
	14749		2014-03-29		14:12:28		3637.3106		-11624.7693		4.90		790.0
	14750		2014-03-29		14:12:29		3637.3098		-11624.7693		5.09		790.0
	14751		2014-03-29		14:12:30		3637.3090		-11624.7693		5.30		790.0
	14752		2014-03-29		14:12:31		3637.3086		-11624.7693		5.09		789.0
	14753		2014-03-29		14:12:32		3637.3082		-11624.7695		4.80		789.0
	14754		2014-03-29		14:12:33		3637.3077		-11624.7693		5.00		788.0
	14755		2014-03-29		14:12:34		3637.3071		-11624.7692		5.20		788.0
	14756		2014-03-29		14:12:35		3637.3064		-11624.7690		5.70		788.0
	14757		2014-03-29		14:12:36		3637.3057		-11624.7688		5.50		788.0
	14758		2014-03-29		14:12:37		3637.3048		-11624.7688		5.60		788.0
	14759		2014-03-29		14:12:38		3637.3039		-11624.7688		5.40		788.0
	14760		2014-03-29		14:12:39		3637.3031		-11624.7690		5.00		788.0
	14761		2014-03-29		14:12:40		3637.3024		-11624.7690		5.40		788.0
	14762		2014-03-29		14:12:41		3637.3017		-11624.7688		5.50		788.0
	14763		2014-03-29		14:12:42		3637.3010		-11624.7690		4.90		787.0
	14764		2014-03-29		14:12:43		3637.3003		-11624.7688		5.09		787.0
	14765		2014-03-29		14:12:44		3637.2995		-11624.7690		5.30		787.0
	14766		2014-03-29		14:12:45		3637.2988		-11624.7691		5.00		787.0
	14767		2014-03-29		14:12:46		3637.2981		-11624.7691		5.20		787.0
	14768		2014-03-29		14:12:47		3637.2974		-11624.7691		5.20		787.0
	14769		2014-03-29		14:12:48		3637.2966		-11624.7691		5.20		787.0
	14770		2014-03-29		14:12:49		3637.2958		-11624.7692		5.09		787.0
	14771		2014-03-29		14:12:50		3637.2951		-11624.7691		4.90		786.0
	14772		2014-03-29		14:12:51		3637.2943		-11624.7691		5.30		786.0
	14773		2014-03-29		14:12:52		3637.2935		-11624.7691		5.00		786.0
	14774		2014-03-29		14:12:53		3637.2927		-11624.7691		4.70		786.0
	14775		2014-03-29		14:12:54		3637.2920		-11624.7691		4.80		786.0
	14776		2014-03-29		14:12:55		3637.2912		-11624.7691		5.20		786.0
	14777		2014-03-29		14:12:56		3637.2904		-11624.7692		5.20		786.0
	14778		2014-03-29		14:12:57		3637.2897		-11624.7693		4.80		786.0
	14779		2014-03-29		14:12:58		3637.2889		-11624.7693		4.90		786.0
	14780		2014-03-29		14:12:59		3637.2882		-11624.7693		4.90		786.0
	14781		2014-03-29		14:13:00		3637.2874		-11624.7693		5.00		786.0
	14782		2014-03-29		14:13:01		3637.2866		-11624.7693		4.80		786.0
